input_Timepoint (hr),input_vessel_type,input_vessel_volume,input_vessel_name,input_agitation_rpm,input_DO_%,input_pH_setpoint,input_gas_flow,input_air_%,input_O2,input_Temp_c,input_media_type,input_feed_type,input_glucose_limit,output_OD600,output_WCW_gl,output_agitation,output_air_%,output_D0_%,output_gasflow,output_O2,output_Ph,output_feed_%,output_feed,output_Temp,output_glycerol_gl,output_glucose_gl,output_acetate_mmol_l,output_phosphate_mmol_l,output_titre_µgl
0.0,5L Fermenter,5000ml,Ferm3,1185.0,100.0,6.3,5.0,100.0,0.0,30.0,Media A,Glucose,0.0,0.255,,1186.04504394531,100.0,100.435897827148,5.00000095367432,0.0,6.33203887939453,0.0,0.0,30.08,,,,,
2.0,5L Fermenter,5000ml,Ferm3,1185.0,100.0,6.3,5.0,100.0,0.0,30.0,Media A,Glucose,0.0,0.433666666666667,,1184.78405761719,100.0,99.064826965332,5.00000095367432,0.0,6.38373804092407,0.0,0.0,29.99,,,,,
4.0,5L Fermenter,5000ml,Ferm3,1185.0,100.0,6.3,5.0,100.0,0.0,30.0,Media A,Glucose,0.0,0.684333333333333,,1184.61694335937,100.0,97.1874465942383,5.00000095367432,0.0,6.39356803894043,0.0,0.0,30.0,,,,,
6.0,5L Fermenter,5000ml,Ferm3,1185.0,100.0,6.3,5.0,100.0,0.0,30.0,Media A,Glucose,0.0,2.83666666666667,,1184.86303710937,100.0,87.0974502563477,5.00000095367432,0.0,6.3830099105835,0.0,0.0,30.0,,,,,
8.0,5L Fermenter,5000ml,Ferm3,1185.0,100.0,6.3,5.0,100.0,0.0,30.0,Media A,Glucose,0.0,6.02,,1184.97399902344,100.0,71.4034576416016,5.00000095367432,0.0,6.39939403533936,0.0,0.0,29.99,,,,,
10.0,5L Fermenter,5000ml,Ferm3,1185.0,100.0,6.3,5.0,100.0,0.0,30.0,Media A,Glucose,0.0,14.1666666666667,,1184.31604003906,98.2475433349609,55.336799621582,4.97325992584229,1.69600701332092,6.24830102920532,0.0,0.0,29.95,1.44,,12.99,35.75,
10.5,5L Fermenter,5000ml,Ferm3,1185.0,100.0,6.3,5.0,100.0,0.0,30.0,Media A,Glucose,0.0,17.2666666666667,54.4999999999999,1185.98999023437,100.0,42.3569107055664,4.99999904632568,0.0,6.35534000396729,7.7,0.2618,30.03,0.01,,8.89,32.79,
12.5,5L Fermenter,5000ml,Ferm3,1185.0,100.0,6.3,5.0,100.0,0.0,30.0,Media A,Glucose,0.0,28.8,100.5,1184.48400878906,99.4092636108398,40.5639190673828,4.99999904632568,0.590736389160156,6.23264598846436,11.4,0.3876,30.02,0.0,,0.53,29.11,
14.5,5L Fermenter,5000ml,Ferm3,1185.0,100.0,6.3,5.0,100.0,0.0,30.0,Media A,Glucose,0.0,45.7666666666667,122.0,1184.93603515625,95.6787719726562,35.0091400146484,4.89882898330688,4.32745409011841,6.21844720840454,17.18,0.58412,29.99,,-0.03304,0.48,20.86,
16.5,5L Fermenter,5000ml,Ferm3,1185.0,100.0,6.3,5.0,100.0,0.0,30.0,Media A,Glucose,0.0,53.4666666666667,161.0,1184.98901367187,86.7359313964844,39.2560806274414,5.11892414093018,13.2646503448486,6.25048494338989,25.6,0.8704,30.01,,4.52468,0.83,16.74,
