input_Timepoint (hr),input_vessel_type,input_vessel_volume,input_vessel_name,input_agitation_rpm,input_DO_%,input_pH_setpoint,input_gas_flow,input_air_%,input_O2,input_Temp_c,input_media_type,input_feed_type,input_glucose_limit,output_OD600,output_WCW_gl,output_agitation,output_air_%,output_D0_%,output_gasflow,output_O2,output_Ph,output_feed_%,output_feed,output_Temp,output_glucose_gl,output_acetate_mmol_l,output_phosphate_mmol_l
0,5L Fermenter,5000ml,Ferm6,700,1,6.8,5,100,0,30,Media type A,Glucose,0,0.291,,699.8953857,100,124.7947998,5.017485142,0,6.77422905,0,0,29.99472046,0.26405,9.79,37.41
2,5L Fermenter,5000ml,Ferm6,700,1,6.8,5,100,0,30,Media type A,Glucose,0,0.507,,700.1853027,100,132.4427948,5.000000954,0,6.741422176,0,0,30.00090027,0.22952,10.26,32.88
4,5L Fermenter,5000ml,Ferm6,700,1,6.8,5,100,0,30,Media type A,Glucose,0,1.474666667,,699.7230835,100,117.0072021,5.000448227,0,6.876658916,0,0,30.02563095,-0.0358,15.76,29.61
6,5L Fermenter,5000ml,Ferm6,700,1,6.8,5,100,0,30,Media type A,Glucose,0,5.85,24.5,700.2067871,99.21138,36.9128685,4.980405807,0.781131685,6.853330135,0,0,30.04392052,-0.03644,25.95,26.98
8,5L Fermenter,5000ml,Ferm6,700,1,6.8,5,100,0,30,Media type A,Glucose,0,13.47333333,,700.1506958,76.64922333,42.57027817,5.065213203,23.40781021,6.701323986,0,0,29.98855972,-0.04156,32.39,24.82
10,5L Fermenter,5000ml,Ferm6,700,1,6.8,5,100,0,30,Media type A,Glucose,0,25.8,,700.0479736,58.52634811,31.81421089,5.264723778,41.48912048,6.727933884,10.39332962,0.353,30.03149986,-0.0537,23.7,20.86
12,5L Fermenter,5000ml,Ferm6,700,1,6.8,5,100,0,30,Media type A,Glucose,0,39.7,,700.0983887,39.35266876,14.75467014,5.770734787,60.67847061,6.732673168,20.25457954,0.688,30.02552032,-0.07928,4.08,15.58
14,5L Fermenter,5000ml,Ferm6,700,1,6.8,5,100,0,30,Media type A,Glucose,0,46.83333333,,699.9785156,40.64630127,47.98323822,5.805140018,59.33235931,6.785529137,30.20632935,1.026,29.97629929,5.73297,12.64,12.26
16,5L Fermenter,5000ml,Ferm6,700,1,6.8,5,100,0,30,Media type A,Glucose,0,53.16666667,,700.4182739,52.12417984,37.12239838,5.500720978,47.87924957,6.710072994,16.30999947,0.554,29.97636032,3.50487,45.36,11.62
18,5L Fermenter,5000ml,Ferm6,700,1,6.8,5,100,0,30,Media type A,Glucose,0,66.2,185,699.7678223,66.49321747,45.36405945,5.19891119,33.50793076,6.743972778,16.30999947,0.554,29.97632027,-0.03325,146.18,8.73
20,5L Fermenter,5000ml,Ferm6,700,1,6.8,5,100,0,30,Media type A,Glucose,0,65.33333333,201,700.0880127,76.43443298,37.54146957,5.090727806,23.56900024,6.801931858,21.20000076,0.72,30.02549934,0.93664,215.08,4.1
22,5L Fermenter,5000ml,Ferm6,700,1,6.8,5,100,0,30,Media type A,Glucose,0,68.23333333,192,700.4857178,81.48948669,35.93503952,5.059732914,18.4981308,6.710437775,21.20000076,0.72,29.98870087,5.51751,265.07,3.02
24,5L Fermenter,5000ml,Ferm6,700,1,6.8,5,100,0,30,Media type A,Glucose,0,68.4,193,700.1375732,88.65384674,40.00349045,5.019999981,11.35138035,6.738870144,21.20000076,0.72,29.99477959,11.23323,322.49,4.47
28,5L Fermenter,5000ml,Ferm6,700,1,6.8,5,100,0,30,Media type A,Glucose,0,60.66666667,179,700.192627,99.41818237,41.03369904,4.988890171,0.58052057,6.70934391,21.20000076,0.72,30.00103951,28.29725,366.11,3.44
32,5L Fermenter,5000ml,Ferm6,700,1,6.8,5,100,0,30,Media type A,Glucose,0,57.8,172,699.8123169,100,62.42361069,5.020636082,0,6.72028017,12.63099957,0.429,29.98874092,35.04868,466.88,2.32
36,5L Fermenter,5000ml,Ferm6,700,1,6.8,5,100,0,30,Media type A,Glucose,0,58.46666667,168.5,699.8549194,100,82.83569336,5.009538174,0,6.73850584,12.63099957,0.429,29.99480057,41.13521,532.66,2.66
40,5L Fermenter,5000ml,Ferm6,700,1,6.8,5,100,0,30,Media type A,Glucose,0,57.93333333,167.5,700.0758057,100,95.75694275,5.004061222,0,6.74506712,12.63099957,0.429,30.0009594,47.24093,613.82,2.43
44,5L Fermenter,5000ml,Ferm6,700,1,6.8,5,100,0,30,Media type A,Glucose,0,55,163.5,700.1895142,100,112.2751999,5.025342941,0,6.739964008,7.489999771,0.254,30.00702095,51.14345,619.42,2.42
48,5L Fermenter,5000ml,Ferm6,700,1,6.8,5,100,0,30,Media type A,Glucose,0,54.2,158.5,249.8890991,0,1.484197974,0,0,6.550777912,0,0,21.42727089,47.38797,743.98,2.62
