input_Timepoint (hr),input_vessel_type,input_vessel_volume,input_vessel_name,input_agitation_rpm,input_DO_%,input_pH_setpoint,input_gas_flow,input_air_%,input_O2,input_Temp_c,input_media_type,input_feed_type,input_glucose_limit,output_OD600,output_WCW_gl,output_agitation,output_air_%,output_D0_%,output_gasflow,output_O2,output_Ph,output_feed_%,output_feed,output_Temp,output_glucose_gl,output_acetate_mmol_l,output_phosphate_mmol_l
0,5L Fermenter,5000ml,Ferm3,1195,1,6.8,5,100,0,30,Media type A,Glucose,0,0.297666667,,1195.042969,100,60.12702942,5.000000954,0,6.736390114,0,0,30.0078392,0.26916,9.61,31
2,5L Fermenter,5000ml,Ferm3,1195,1,6.8,5,100,0,30,Media type A,Glucose,0,0.579333333,,1195.515015,100,59.50600052,5.000000954,0,6.781516075,0,0,29.9894104,0.22441,10.22,28.31
4,5L Fermenter,5000ml,Ferm3,1195,1,6.8,5,100,0,30,Media type A,Glucose,0,1.55,,1195.072021,100,59.0402298,5.014362812,0,6.898354053,0,0,30.01394081,-0.03389,15.51,26.18
6,5L Fermenter,5000ml,Ferm3,1195,1,6.8,5,100,0,30,Media type A,Glucose,0,6.616666667,28.5,1195.064941,100,56.0338707,4.999999046,0,6.864071846,0,0,30.01394081,-0.03516,23.15,24.84
8,5L Fermenter,5000ml,Ferm3,1195,1,6.8,5,100,0,30,Media type A,Glucose,0,16.24,,1194.964966,98.13037109,40.9597702,5.028180122,1.868381977,6.699659824,0,0,30.03232002,-0.04667,6.72,23.45
10,5L Fermenter,5000ml,Ferm3,1195,1,6.8,5,100,0,30,Media type A,Glucose,0,30.13333333,,1195.167969,100,53.57798004,4.967864037,0,6.703856945,10.36443996,0.352,29.9894104,-0.06074,-0.85,22.24
12,5L Fermenter,5000ml,Ferm3,1195,1,6.8,5,100,0,30,Media type A,Glucose,0,41.43333333,,1195.02002,99.88912964,39.77416992,4.962851048,0.11129,6.775218964,20.21759987,0.687,30.00786018,-0.0748,0.37,17.41
14,5L Fermenter,5000ml,Ferm3,1195,1,6.8,5,100,0,30,Media type A,Glucose,0,48.26666667,,1195.099976,86.57466125,35.52576065,3.789405107,13.43233967,6.738839149,30.13335037,1.024,30.05088043,4.19728,8.02,15.56
16,5L Fermenter,5000ml,Ferm3,1195,1,6.8,5,100,0,30,Media type A,Glucose,0,53.7,,1195.012939,79.03945923,40.46577072,3.799973965,20.95992088,6.722746849,23.27000046,0.791,30.03853989,7.13825,10.27,12.14
18,5L Fermenter,5000ml,Ferm3,1195,1,6.8,5,100,0,30,Media type A,Glucose,0,67.53333333,198.5,1194.984009,99.15305328,36.55609894,4.886563778,0.847019076,6.769971848,16.28000069,0.554,29.94640923,-0.03772,3.01,6.91
20,5L Fermenter,5000ml,Ferm3,1195,1,6.8,5,100,0,30,Media type A,Glucose,0,72.66666667,218.5,1195.229004,94.09462738,42.38531876,4.995635033,5.908740997,6.752830982,21.16399956,0.719,30.02024078,-0.0422,1.17,1.96
22,5L Fermenter,5000ml,Ferm3,1195,1,6.8,5,100,0,30,Media type A,Glucose,0,82.2,233.5,1195.340942,86.08992004,57.29005051,3.921876907,13.88210964,6.760877132,27.51000023,0.935,29.9463501,0.85096,2.54,-0.42
24,5L Fermenter,5000ml,Ferm3,1195,1,6.8,5,100,0,30,Media type A,Glucose,0,92.46666667,244,1194.55896,83.89080048,41.25617981,4.069283009,16.10780907,6.735691071,27.51000023,0.935,30.00774956,4.96832,4.51,0
28,5L Fermenter,5000ml,Ferm3,1195,1,6.8,5,100,0,30,Media type A,Glucose,0,111.5333333,238.5,1194.953979,83.21037292,38.96965027,5.248341084,16.79077911,6.786763191,27.51000023,0.935,30.00168037,11.39306,4.59,-0.09
32,5L Fermenter,5000ml,Ferm3,1195,1,6.8,5,100,0,30,Media type A,Glucose,0,130.5333333,235.5,1195.036011,86.35610199,39.6471405,5.054688931,13.64437008,6.727993965,16.34000015,0.55,29.99552917,6.33971,2.86,-0.6
36,5L Fermenter,5000ml,Ferm3,1195,1,6.8,5,100,0,30,Media type A,Glucose,0,129.1333333,233.5,1195.368042,90.55596924,40.9738884,4.98429203,9.442810059,6.710854053,16.34000015,0.55,29.98933029,3.69795,2.32,-0.08
40,5L Fermenter,5000ml,Ferm3,1195,1,6.8,5,100,0,30,Media type A,Glucose,0,145.7333333,223,1195.233032,92.98993683,39.76005936,5.011789799,7.010361195,6.706655979,16.34000015,0.55,30.00782013,4.29382,1.8,-0.11
44,5L Fermenter,5000ml,Ferm3,1195,1,6.8,5,100,0,30,Media type A,Glucose,0,144.9333333,220,1195.021973,94.35752106,40.16936874,5.00022316,5.642264843,6.7035079,16.34000015,0.55,29.99544907,6.26746,1.77,-0.12
48,5L Fermenter,5000ml,Ferm3,1195,1,6.8,5,100,0,30,Media type A,Glucose,0,145.7333333,218,249.9514008,0,0.677487612,0,0,6.361390114,0,0,23.44379997,1.42893,2.19,-0.13
