input_Timepoint (hr),input_vessel_type,input_vessel_volume,input_vessel_name,input_agitation_rpm,input_DO_%,input_pH_setpoint,input_gas_flow,input_air_%,input_O2,input_Temp_c,input_media_type,input_feed_type,input_glucose_limit,output_OD600,output_WCW_gl,output_agitation,output_air_%,output_D0_%,output_gasflow,output_O2,output_Ph,output_feed_%,output_feed,output_Temp,output_glucose_gl,output_acetate_mmol_l,output_phosphate_mmol_l
0,5L Fermenter,5000ml,Ferm4,1185,100,6.3,5,100,0,30,Media A,Glucose,0,0.251,,1184.983032,100,96.34065247,5.000000954,0,6.365794182,0,0,30.09,,,
2,5L Fermenter,5000ml,Ferm4,1185,100,6.3,5,100,0,30,Media A,Glucose,0,0.43,,1185.192017,100,84.04524231,5.000000954,0,6.383893013,0,0,30.01,,,
4,5L Fermenter,5000ml,Ferm4,1185,100,6.3,5,100,0,30,Media A,Glucose,0,1.39,,1185.355957,100,77.48503113,5.000000954,0,6.339839935,0,0,30.01,,,
6,5L Fermenter,5000ml,Ferm4,1185,100,6.3,5,100,0,30,Media A,Glucose,0,3.63,,1185.446045,100,67.98403168,5.000000954,0,6.29886198,0,0,30.01,,,
8,5L Fermenter,5000ml,Ferm4,1185,100,6.3,5,100,0,30,Media A,Glucose,0,7.54,,1185.28894,100,55.62208939,5.000000954,0,6.22612381,0,0,30.01,,,
9.75,5L Fermenter,5000ml,Ferm4,1185,100,6.3,5,100,0,30,Media A,Glucose,0,14.3,52,1185.026001,100,52.16233826,5.000000954,0,6.26027298,0,0,29.97,0,12.14,30.01
12,5L Fermenter,5000ml,Ferm4,1185,100,6.3,5,100,0,30,Media A,Glucose,0,25.7,73.5,1184.759033,100,49.14171982,5.000000954,0,6.223051071,10.89,0.37026,30.01,0,0.45,25.47
14,5L Fermenter,5000ml,Ferm4,1185,100,6.3,5,100,0,30,Media A,Glucose,0,37.1,104.5,1184.734009,94.54976654,37.1124382,5.175541878,5.452498913,6.257199764,16.39,0.55726,30.01,0,0.44,19.09
16,5L Fermenter,5000ml,Ferm4,1185,100,6.3,5,100,0,30,Media A,Glucose,0,44,130,1185.348022,80.60402679,37.29874039,2.319534063,19.39886093,6.330962181,24.39,0.82926,29.99,2.74916,1.76,15.53
18,5L Fermenter,5000ml,Ferm4,1185,100,6.3,5,100,0,30,Media A,Glucose,0,47.4,155.5,1185.505005,84.27694702,40.93146896,2.954905033,15.72142029,6.519805908,17.9,0.6086,30,0,0.87,8.21
20,5L Fermenter,5000ml,Ferm4,1185,100,6.3,5,100,0,30,Media A,Glucose,0,52,150.5,1185.256958,88.88781738,37.81769943,5.000003815,11.11480045,6.196755886,17.9,0.6086,30,0,0.54,3.56
22,5L Fermenter,5000ml,Ferm4,1185,100,6.3,5,100,0,30,Media A,Glucose,0,54.3,162.5,1185.285034,85.14639282,36.15436172,5.019990921,14.85709,6.255150795,17.9,0.6086,30,0,0.44,0.45
24,5L Fermenter,5000ml,Ferm4,1185,100,6.3,5,100,0,26,Media A,Glucose,0,58,166.5,1184.897949,79.22561646,37.93746185,5.06182909,20.77699089,6.208024979,17.9,0.6086,30,0,0.61,0
28,5L Fermenter,5000ml,Ferm4,1185,100,6.3,5,100,0,26,Media A,Glucose,0,56,158,1184.755981,92.17652893,40,5.004152775,7.823357105,6.247672081,17.9,0.6086,26.02,7.91147,0.73,0.09
32,5L Fermenter,5000ml,Ferm4,1185,100,6.3,5,100,0,26,Media A,Glucose,0,56.8,156.5,1184.302002,91.81390381,40.2129097,5.040037155,8.185855865,6.221376896,12.5,0.425,26.01,11.1454,1.08,0.11
36,5L Fermenter,5000ml,Ferm4,1185,100,6.3,5,100,0,26,Media A,Glucose,0,54.2,157,1185.331055,94.30316162,40.05323029,5.053137779,5.697432995,6.248354912,12.5,0.425,26,14.61258,2.38,0.31
40,5L Fermenter,5000ml,Ferm4,1185,100,6.3,5,100,0,26,Media A,Glucose,0,53.8,147.5,1185.010986,96.08083344,39.96007919,5.019462109,3.931194067,6.279771805,8.75,0.2975,25.95,15.57078,1.26,0.32
44,5L Fermenter,5000ml,Ferm4,1185,100,6.3,5,100,0,26,Media A,Glucose,0,53.8,143,1184.404053,100,41.58349991,5.000000954,0,6.236402988,6.1,0.2074,25.99,11.33452,1.43,0.29
48,5L Fermenter,5000ml,Ferm4,1185,100,6.3,5,100,0,26,Media A,Glucose,0,59.6,140.5,1185.074951,100,47.38523102,5.010122776,0,6.216255188,4.27,0.14518,25.99,6.27811,1.06,0.36
